"422","3179753","codaah","1000.00000","2","1","50.00000","1"
"423","3177980","Smimbo","1000.00000","7","1","14.28571","1"
"424","3179893","Belika","1000.00000","1","0","0.00000","1"
"425","3179697","anree","1013.33164","5","1","20.00000","1"
"426","3177092","Thomased22","1000.00000","2","1","50.00000","1"
"427","3172551","blacknight","1000.00000","1","0","0.00000","1"
"428","3181585","Cookiesnc","1080.62819","73","39","53.42466","1"
"429","3179414","nem jef","1000.00000","2","0","0.00000","1"
"430","3179949","Fornax","1000.00000","3","1","33.33333","1"
"431","3180887","errmm...","1077.99200","19","11","57.89474","1"
"432","3181558","Thetntm","1000.00000","5","1","20.00000","1"
"433","3179515","Dyotton","1000.00000","1","0","0.00000","1"
"434","1151312","codybeeber1","1000.00000","1","0","0.00000","1"
"435","3179282","ofek105","1000.00000","1","0","0.00000","1"
"436","3179269","Cysfit","1000.00000","8","0","0.00000","1"
"437","3179850","Alastar","1000.00000","1","0","0.00000","1"
"438","2140939","Luck","1000.00000","3","0","0.00000","1"
"439","3180328","SolarEclipse","1000.00000","1","0","0.00000","1"
"440","3181575","Kerg","1000.00000","3","0","0.00000","1"
"471","3175287","TrolliPop","1003.70996","8","3","37.50000","1"
"472","3182429","Luc","1001.43282","3","1","33.33333","1"
"473","748874","Knight who says Ni","1060.45153","9","5","55.55556","1"
"474","2286843","Glimpsed","1156.61499","37","24","64.86486","1"
"475","1792172","Caterpie","1021.31795","3","1","33.33333","1"
"476","2962685","Yurrie","1000.00000","10","2","20.00000","1"
"477","3123821","Jessie","1015.00000","9","4","44.44444","1"
"478","3182561","kranekrons","1000.00000","1","0","0.00000","1"
"479","3181890","DreamBig","1000.00000","2","0","0.00000","1"
"480","2406484","WaterproofTurtle","1000.00000","1","0","0.00000","1"
"486","2226097","Softie","1064.25050","19","10","52.63158","1"
"487","2966921","QGains","1022.27408","2","1","50.00000","1"
"488","2024340","th0r_2","1017.16543","2","1","50.00000","1"
"489","3187054","Colossal E#2924","1014.91495","2","1","50.00000","1"
"490","3186573","tac taf","1000.00000","1","0","0.00000","1"
